Project;Baseline;Type;Requirement;ID;Version;Hierarchy #;Description;Status;Priority;Owner;Owner (First Name);Owner (Last Name);Created By;Responsible;Registered Interest;Created On;Last Modified On;Modified By;Source;RequireKey;Charm;Open Points;Hazard Remark;Harm;AFAP justification;Entry Type;Kano Ranking;Test Level;Rearrange Operation;Rearrange Reason;Hazard;Initial Risk Assessment;Residual Risk Assessment;Hazard Type;Validation Procedure State;New;Export;Level of Requirements;Level of Test;Usability;Domain;Applicable Generic Hazard;Hazard Effect To;System S1;Target Release S1;S1 Subsystem;System IGS-Platform;Target Release IGS-Platform;System PreOPlan;Target Release PreOPlan;System ISS;IGS-Platform Subsystem;Target Release ISS;System S3;Target Release S3;S3 Subsystem;System NavSim;Target Release NavSim;Traced System;P1 before;P2 before;P1 after;Polarion Migration
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),ServiceDoc - Hot tube housing,562229,2.5,2.4.43.6.5.1.6,""Service DocumentsCAUTIONCause: In extreme operating mode (continuous operation),  the temperature of the X-ray tube assembly can heat up.Possible consequences: Danger of burns.Remedy: Avoid contact with the tube housing"",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2021-08-07  15:04:38,Yesin Gasmi (EXT),,serv_um_tube_hot,,,,,,Requirement,Basic,System Integration Test,EXPORT,Service Documentation,Not Determined,Not determined,Not determined,Measure,NotForTC,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,High temperature,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Leakage of hot oil from tube assembly,562230,1.6,2.4.43.6.5.2,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-09-05  16:42:29,Klaus-Peter Fichtner (EXT),,,,,,#Haz32#Haz16,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,2-D,2-C,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,""Leaking subst. that are carcinogenic, mutagenic, toxic"",Patient,S1M,VB10,,,,,,,,,,,,,,NotDetermined,E,Med,D,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Reference - Compliance with IEC 60601-1,562231,5.0,2.4.43.6.5.2.1,""Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>"",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-06-17  10:33:46,Johannes Schmidt,,,,,,,,Headline,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,NotForTC,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,XGen,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Pressure switch in tube,562232,2.5,2.4.43.6.5.2.2,""Pressure switch in tube is monitored during exposure.  If excess pressure is detected, the switch is opened and the radiation is switched off."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2021-08-07  15:04:39,Yesin Gasmi (EXT),,PressureSwitch_s1,,,,,,Requirement,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,Accepted,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,XGen,,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Injuries due to laser radiation;562233;1.4;2.4.43.6.6;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2021-08-07  15:03:54;Yesin Gasmi (EXT);;;;;;;;Headline;Basic;n.a.;none;n.a.;Not Determined;Not determined;Not determined;Hazard;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Non-ionizing radiation;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),""Patient is infected by a virus due to a bad disinfection, system is damaged"",562237,1.4,2.4.43.6.7,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2021-08-07  15:03:54,Yesin Gasmi (EXT),,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Hazard,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,""Bacteria, viruses,Infection"",,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),""Incorrect cleaning of system after each patient, liquids or blood enter the system"",562238,1.5,2.4.43.6.7.1,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-09-05  16:42:29,Klaus-Peter Fichtner (EXT),,,,,,#Haz33#Haz42,See general justifications in the introduction which apply here. The operator manual advises to clean and drape the system appropriately and to position the system and its components with the appropriate carefullness.,Headline,Basic,n.a.,none,n.a.,Not Determined,3-B,3-A,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User,Service Personnel"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,D,Low,C,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Reference - Spillage of Liquids on System;562239;3.1;2.4.43.6.7.1.1;<XREF>562238</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2021-08-07  15:05:05;Yesin Gasmi (EXT);;;;;;;;Headline;Basic;System Integration Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;MainU;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),User Manual - Cleaning and draping,562240,2.0,2.4.43.6.7.1.2,""WARNINGCause: Fluid or blood seeps into the system, use of inappropriate cleaning agents.Possible consequences: Risk of damage to the system, risk of infection or electrical hazard.Remedy: Use sterile or sterilizable covers at least in C-arm area (C-arm, cover of the flat detector and X-ray monobloc). Do not let cleaning liquids seep into the openings of the system (e.g. air openings, gaps between covers). Observe the cleaning and disinfection instructions. Only use the recommended substances for cleaning and disinfection."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-06-27  14:04:28,Johannes Schmidt,,um_CleaningOfMaterial,,,,,,Requirement,Basic,System Integration Test,EXPORT,User Manual,Not Determined,Not determined,Not determined,Measure,NotForTC,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Environmental hazard;562241;1.4;2.4.43.6.8;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2021-08-07  15:03:54;Yesin Gasmi (EXT);;;;;;;;Headline;Basic;n.a.;none;n.a.;Not Determined;Not determined;Not determined;Hazard;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Toxicity of chemical constituents;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Explosion,562242,1.5,2.4.43.6.8.1,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-09-05  16:42:29,Klaus-Peter Fichtner (EXT),,,,,,#Haz36,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,2-C,2-C,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,D,Med,D,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Reference - User Manual - Danger of explosion;562243;3.1;2.4.43.6.8.1.1;<XREF>562006</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2021-08-07  15:05:05;Yesin Gasmi (EXT);;;;;;;;Headline;Basic;n.a.;none;n.a.;Not Determined;Not determined;Not determined;Measure;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Chemical hazards,562244,1.4,2.4.43.6.9,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2021-08-07  15:03:54,Yesin Gasmi (EXT),,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Hazard,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,""Bacteria, viruses,Toxicity of chemical constituents,Inadequate Disposal and scrapping"",,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Toxic materials and fluids,562245,1.5,2.4.43.6.9.1,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-09-05  16:42:29,Klaus-Peter Fichtner (EXT),,,,,,#Haz38,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,2-B,2-B,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,D,Low,D,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Technical instruction for the disposal procedure,562246,3.3,2.4.43.6.9.1.1,""A technical instruction for the disposal procedure shall exist, which describes which parts must be removed prior to scrapping and how these parts are disposed in an environment friendly manner."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-06-21  10:07:27,Johannes Schmidt,,serv_Scrapping_s1,,,,,,Requirement,Basic,System Integration Test,EXPORT,Service Documentation,Not Determined,Not determined,Not determined,Measure,Accepted,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,Service Personnel,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Electro magnetic disturbances;562247;1.4;2.4.43.6.10;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2021-08-07  15:04:04;Yesin Gasmi (EXT);;;;;;;;Headline;Basic;n.a.;none;n.a.;Not Determined;Not determined;Not determined;Hazard;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Electro-magnetic influence (EMC);;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),""Delayed or disturbed transmission of images, or other functional disturbance"",562248,1.5,2.4.43.6.10.1,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-09-05  16:42:29,Klaus-Peter Fichtner (EXT),,,,,,#Haz41 #Haz51 #Haz31,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,2-B,2-B,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,D,Low,D,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),""Reference - EMC compliance - emissions, immunity and pass / fail criteria"",562249,2.6,2.4.43.6.10.1.1,<XREF>562015</XREF>,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-03-21  14:00:51,Rudolf Siebenhaar,,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Measure,NotForTC,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Danger by releasing of stored mechanical energy;562250;1.4;2.4.43.6.11;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2021-08-07  15:03:54;Yesin Gasmi (EXT);;;;;;;;Headline;Basic;n.a.;none;n.a.;Not Determined;Not determined;Not determined;Hazard;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Release of stored energy;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Rotation of c-arm when power fails,562251,1.5,2.4.43.6.11.1,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-09-05  16:42:30,Klaus-Peter Fichtner (EXT),,,,,,#Haz07,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,2-B,2-B,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,D,Low,D,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);User Manual - Rotation of c-arm;562252;1.8;2.4.43.6.11.1.1;CAUTIONCause: C-arm rotation.Possible consequences: Risk of crushingRemedy: Pay particular attention to crushing risks between moving system parts and the corresponding guide openings.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2021-08-07  15:04:39;Yesin Gasmi (EXT);;um_Tube_Rotation;;;;;;Requirement;Basic;System Integration Test;EXPORT;User Manual;Not Determined;Not determined;Not determined;Measure;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Cable c-arm falling down,562253,1.5,2.4.43.6.11.2,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-09-05  16:42:30,Klaus-Peter Fichtner (EXT),,,,,,#Haz55#Haz32#Haz41#Haz19,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,2-B,2-B,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,D,Low,D,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Reference - Compliance with IEC 60601-1,562254,5.0,2.4.43.6.11.2.1,""Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>"",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-06-17  10:49:49,Johannes Schmidt,,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Measure,NotForTC,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Collimator comes loose,562255,1.5,2.4.43.6.11.3,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-09-05  16:42:30,Klaus-Peter Fichtner (EXT),,,,,,#Haz55#Haz32#Haz41#Haz19,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,2-B,2-B,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,D,Low,D,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Reference - Compliance with IEC 60601-1,562256,4.0,2.4.43.6.11.3.1,""Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>"",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-06-17  10:50:00,Johannes Schmidt,,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Measure,NotForTC,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),""Collision with operator, patient or equipment, crushing"",562259,1.4,2.4.43.6.12,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2021-08-07  15:03:54,Yesin Gasmi (EXT),,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Hazard,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,Moving parts,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Unintentional activation of control elements,562260,1.5,2.4.43.6.12.1,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-09-05  16:42:30,Klaus-Peter Fichtner (EXT),,,,,,#Haz07,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,2-C,2-B,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,E,Low,D,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Reference - Emergency stop at every point of motorized movement activation,578758,1.1,2.4.43.6.12.1.1,<XREF>562345</XREF>,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2021-02-23,2021-08-07  15:05:06,Yesin Gasmi (EXT),,EmergencyStopMovement_s1,,,,,,Headline,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,Accepted,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,""HICTouchCon,MCU"",,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Manual or motorized movements of any parts,562262,1.5,2.4.43.6.12.2,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-09-05  16:42:30,Klaus-Peter Fichtner (EXT),,,,,,#Haz07,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,2-C,2-B,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,D,Low,C,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),User Manual - Risk of Crushing,562263,4.1,2.4.43.6.12.2.1,""CAUTIONCause: Manual or motorized movementsPossible consequences: Risk of crushing and collision for persons and objects in the vicinity of moving parts.Remedy:- During manual and motorized movements of the device, make sure you take into account any persons or objects in the way of movement, and control the movement to avoid collisions.- Make sure that everyone is outside the hazardous zone."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2021-08-07  15:04:54,Yesin Gasmi (EXT),,um_Risk_of_Crushing_s1,,,,,,Requirement,Basic,System Integration Test,EXPORT,User Manual,Not Determined,Not determined,Not determined,Measure,NotForTC,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);User Manual - Danger zones;562264;4.1;2.4.43.6.12.2.2;CAUTIONCause: The points marked on the figure indicate hazardous locations around the system.Possible consequences: Risk of injury to the patient and personnel due to crushing or collision.Remedy: Be careful around the hazardous locations indicated.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2021-08-07  15:04:54;Yesin Gasmi (EXT);;um_danger_zones_s1;;;;;;Requirement;Basic;System Integration Test;EXPORT;User Manual;Not Determined;Not determined;Not determined;Measure;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Limit motorized orbital operating radius,562265,2.6,2.4.43.6.12.2.3,""After saving the software end positions for motorized orbital movement, it shall be checked that the orbital movement stops so that the remaining gap to the end stop is >= 25 mm."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2021-08-07  15:04:39,Yesin Gasmi (EXT),,motorized_orbital_movement_limit,,,,,,Requirement,Basic,System Integration Test,EXPORT,Factory Documentation,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Warning Label - Risk of crushing hand,562266,1.7,2.4.43.6.12.2.4,""Warning labels """"risk of crushing - hand"""" shall be placed on the angulation cover (upper and lower side), for orbital movement."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-10-07  09:27:26,Johannes Schmidt,,label_warning_crushing_hand2,,,IEC 60601-1; cl. 7.2.13,,,Requirement,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User,Service Personnel"",S1M,VB10,MainU,,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Motorized movements of lifting column;562267;1.5;2.4.43.6.12.3;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2022-09-05  16:42:30;Klaus-Peter Fichtner (EXT);;;;;;#Haz07;See general justifications in the introduction which apply here.;Headline;Basic;System Test;none;n.a.;Not Determined;2-B;2-B;Cause;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;User;S1M;VB10;;;;;;;;;;;;;;NotDetermined;D;Low;D;
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Reference - User Manual - Risk of crushing;562268;3.1;2.4.43.6.12.3.1;<XREF>562263</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2021-08-07  15:05:07;Yesin Gasmi (EXT);;;;;;;;Headline;Basic;System Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Reference - User Manual - Danger Zones;562269;3.1;2.4.43.6.12.3.2;<XREF>562264</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2021-08-07  15:05:06;Yesin Gasmi (EXT);;;;;;;;Headline;Basic;System Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Reference - User Manual - Trained Users;562270;3.1;2.4.43.6.12.3.3;<XREF>561986</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2021-08-07  15:05:04;Yesin Gasmi (EXT);;;;;;;;Headline;Basic;System Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Warning Label - Risk of crushing foot,562271,3.5,2.4.43.6.12.3.4,""Warning labels """"risk of crushing - foot"""" shall be placed on the cover of the transport skid on the front side, as well as on and the left and right side."",Approved,Unassigned,Johannes Schmidt,Johannes,Schmidt,Judith Welzel,,,2020-07-29,2022-10-07  09:32:20,Johannes Schmidt,,label_warning_crushing_foot,,,IEC 60601-1; cl. 7.2.13,,,Requirement,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,,S1M,VB10,MainU,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Warning Label - Risk of crushing hand,562272,2.1,2.4.43.6.12.3.5,A warning label """"risk of crushing - hand"""" shall be placed on the upper main unit cover to indicate crushing between the vertical movement unit.,Approved,Unassigned,Johannes Schmidt,Johannes,Schmidt,Judith Welzel,,,2020-07-29,2022-10-07  09:31:52,Johannes Schmidt,,label_warning_crushing_hand,,,IEC 60601-1; Cl. 7.2.13,,,Requirement,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,,S1M,VB10,MainU,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Injuries because of falling parts,562273,1.4,2.4.43.6.13,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2021-08-07  15:03:55,Yesin Gasmi (EXT),,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Hazard,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,""Suspending parts,Instability,Unexpected loss of electrical/mechanical integrity"",,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),""Wrong calculated max load, unforeseeable load."",562274,1.5,2.4.43.6.13.1,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-09-05  16:42:30,Klaus-Peter Fichtner (EXT),,,,,,#Haz09,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,3-B,3-A,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User,System"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,B,High,A,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Reference - Compliance with IEC 60601-1,562275,4.0,2.4.43.6.13.1.1,""Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>"",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-06-17  10:50:36,Johannes Schmidt,,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Measure,NotForTC,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Injury or crushing due to emergency stop out of order;562276;1.4;2.4.43.6.14;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2021-08-07  15:03:55;Yesin Gasmi (EXT);;;;;;;;Headline;Basic;n.a.;none;n.a.;Not Determined;Not determined;Not determined;Hazard;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Defect in button or cable harness,562277,1.5,2.4.43.6.14.1,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-09-05  16:42:30,Klaus-Peter Fichtner (EXT),,,,,,#Haz07,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,2-B,2-B,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,D,Low,D,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Check emergency stop;562279;1.8;2.4.43.6.14.1.1;Check emergency stop during periodic maintenance.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-07-29;2021-08-07  15:04:39;Yesin Gasmi (EXT);;serv_CheckEmergencyStop;;;;;;Requirement;Basic;System Integration Test;EXPORT;Service Documentation;Not Determined;Not determined;Not determined;Measure;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
