;Chapter Sec;Chapter ID;Chapter Type;Chapter Requirement;Function Sec;Function ID;Function Type;Function Requirement;Hazard Sec;Hazard ID;Hazard Type;Hazard Requirement;Cause Sec;Cause ID;Cause Type;Cause Requirement;Measure Sec;Measure ID;Measure Type;Measure Requirement;Measure Description
425;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.4;562009;Hazard;Chemical hazards;4.42.2.4.1;562010;Cause;Toxic materials and fluids;4.42.2.4.1.1;562011;Measure;Reference - Technical instruction for the disposal procedure;<XREF>562246</XREF>
426;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.4;562009;Hazard;Chemical hazards;4.42.2.4.1;562010;Cause;Toxic materials and fluids;4.42.2.4.1.2;562012;Measure;Service Instruction - Toxic Fluid;CAUTIONCause: Cooling liquid (such asÂ Antifrogen N) is not handled correctly.   Possible consequences: Skin or eye irritation, irritation of the breathing passages,Â toxic or allergic reactions caused by contact with hazardous substances.   Remedy: Avoid skin contact, inhalation and swallowing, use personal protective equipment such as gloves and goggles.   
427;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.5;562013;Hazard;electromagnetic disturbances;4.42.2.5.1;562014;Cause;Delayed or disturbed transmission of images, or other functional disturbance;4.42.2.5.1.1;562016;Measure;User Manual - Degradation of essential performance by electromagnetic interferences;CAUTIONCause:Â  Electromagnetic interference of the system.   Possible consequences: Degradation of the image quality or accuracy of the radiation parameters!Remedy:Â - Remove the source of interference (for instance, a mobile phone) from the area.   - Shut down the system and turn it on again.   - Pay attention to error messages during restart.   
428;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.5;562013;Hazard;electromagnetic disturbances;4.42.2.5.1;562014;Cause;Delayed or disturbed transmission of images, or other functional disturbance;4.42.2.5.1.2;562017;Measure;Reference to generator measure for IEC 60601-1-2;See HM_S1_mec_F1G1U1M1 andÂ HM_S1_emv_F1G1U2M1Â in <XREF>578770</XREF>.   
434;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.9;562027;Hazard;Electric shock;4.42.2.9.1;562028;Cause;High bleeder resistor;4.42.2.9.1.2;562030;Measure;Work step in maintenance documents;Work stepÂ in maintenance documents: operate leakage current measurement after maintenance work
430;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.7;562021;Hazard;Injuries due to monitor dropping;4.42.2.7.1;562022;Cause;Breakage of the monitor support;4.42.2.7.1.1;562023;Measure;Compliance with DIN EN 60601-1;The monitor support must be designed in a way that an overload can be carried.   Â Remark:Compliance with DIN EN 60601-1 (2006), Kap.    9.   8 Table 21
431;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.8;562024;Hazard;Risk of injury through impaired parts;4.42.2.8.1;562025;Cause;Transport damages e.g. through collision;4.42.2.8.1.1;562026;Measure;Protection of monitor during transport;The monitor shall be robust against mechanicalÂ impacts from all sides:A cover shall protect the monitor on all sides, except the front side from impact of collisions in order to meet at least IEC 60601-1 cl.    15.   3.   3.   
432;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.8;562024;Hazard;Risk of injury through impaired parts;4.42.2.8.1;562025;Cause;Transport damages e.g. through collision;4.42.2.8.1.2;596969;Measure;Robust touch glass of monitor;The touch glass of the monitor shall be robust against mechanical impacts (e.g. at least meeting IEC 60601-1 cl.    15.   3.   3).    If the touch glass is broken due to an impact, it shall not splinter or expellÂ shards.   
433;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.9;562027;Hazard;Electric shock;4.42.2.9.1;562028;Cause;High bleeder resistor;4.42.2.9.1.1;562029;Measure;Leakage current measurement;Leakage current measurement during final inspection
436;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.9;562027;Hazard;Electric shock;4.42.2.9.2;562032;Cause;Interruption of the protective earth;4.42.2.9.2.1;562033;Measure;Protective earth measurement;Protective earth measurement during final inspection
429;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.6;562018;Hazard;Hearing impairment of patients and/or staff;4.42.2.6.1;562019;Cause;Excessive audible noise;4.42.2.6.1.1;562020;Measure;No measure required;The acoustic energy / audible noise is limited via IEC60601-1:2005, chapter 9.   6.   2.   1.    Therefore, no additional risk control measures are necessary.   Â has to be smaller/equal 80 dB(A).   
437;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.9;562027;Hazard;Electric shock;4.42.2.9.2;562032;Cause;Interruption of the protective earth;4.42.2.9.2.2;562034;Measure;Attention note in service manual;Attention note in service manual: Perform protective earth measurement after service work.   
439;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.9;562027;Hazard;Electric shock;4.42.2.9.3;562036;Cause;Mechanically impaired cables/wiring;4.42.2.9.3.1;562037;Measure;Cable conduit for movable cables;Moving components such like cables, plugs, screws which are located in the proximity of isolators or wires may come into contact with voltages and increase the risk of fire or electric shocks.    Mitigation is performed by fixing all moving wires, plugs connectors, etc.    with means such like cable conduit, cable straps, plastic bridges or screws, glue, heat shrink tubes, etc.    to avoid contacts caused by attrition.   This measure is in accordance to IEC60601-1:2005 chap.    8.   10.   Â Note:Movable components are affected by e.g.  adjustment of monitor height orÂ horizontal movement of C-arm (but not limited to).    In addition, this shall address service workflows as well (e.g.  pulling components from its defined position in system during maintenance or replacement).   
440;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.9;562027;Hazard;Electric shock;4.42.2.9.4;562038;Cause;Static charge;4.42.2.9.4.1;562039;Measure;Create conductance on the trolley and main unit;In order to prevent electrostatic charging (e.g. when the system is moved over the floor), the system shall provideÂ a conductive connection to the ground, e.g.  conductance band, conductive wheels.   
441;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.9;562027;Hazard;Electric shock;4.42.2.9.4;562038;Cause;Static charge;4.42.2.9.4.2;562040;Measure;Work step in maintenance documents;Work step in maintenance documents: Scanning of the conducting elements for damage and fouling
424;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.3;561998;Hazard;Hazards from fire or smoke;4.42.2.3.4;562007;Cause;Too high temperature of the detector;4.42.2.3.4.1;562008;Measure;Reference - System Warning - Temperature of the Detector;See <XREF>562226</XREF>.   
442;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.9;562027;Hazard;Electric shock;4.42.2.9.5;562041;Cause;Residual charge in components after power off or impaired electrical integrity of the system;4.42.2.9.5.1;562042;Measure;Reference to compliance to IEC 60601-1;
443;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.9;562027;Hazard;Electric shock;4.42.2.9.5;562041;Cause;Residual charge in components after power off or impaired electrical integrity of the system;4.42.2.9.5.2;562043;Measure;Reference to Service Documentation - Trained service personnel;
444;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.9;562027;Hazard;Electric shock;4.42.2.9.5;562041;Cause;Residual charge in components after power off or impaired electrical integrity of the system;4.42.2.9.5.3;562044;Measure;Caution in Service Documentation - Discharge capacitor;Service DocumentationCAUTIONCause: Replacing the fuses F1 or F2 on D819 without discharging the capacitor C107Possible Consequences: Electrical shock due to capacitor dischargeRemedy: Discharge capacitor C107 on D819 by connecting a multimeter for 10 minutes to X34 and X35.   
445;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.10;562045;Hazard;Risk of injury due to bad surface finish;4.42.2.10.1;562046;Cause;Sharp edges;4.42.2.10.1.1;562047;Measure;Develop design without sharp edges;Develop design without sharp edges.   (referring to IEC60601-1:2005 chapter 9.   3.   )
446;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.10;562045;Hazard;Risk of injury due to bad surface finish;4.42.2.10.1;562046;Cause;Sharp edges;4.42.2.10.1.2;562048;Measure;Reference to measures;HM_S1_mec_F4G2U1M1 in <XREF>578770</XREF>.   
447;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.10;562045;Hazard;Risk of injury due to bad surface finish;4.42.2.10.2;562049;Cause;Rough surface finish;4.42.2.10.2.1;562050;Measure;Specify smooth surface finishes;Specify smooth surface finishes(referring to IEC60601-1:2005 chapter 9.   3)
448;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.11;562052;Hazard;Effect on people, e.g. tissue injury, reddened skin;4.42.2.11.1;562053;Cause;Electromagnetic radiation;4.42.2.11.1.1;562054;Measure;No measure required;The permissible electromagnetic emissions of the systemÂ and its components (e.    g.   Â WLAN) fulfill the limits specified inÂ IEC 60601-1-2.    Therefore, no further risk control measures are necessary.   
449;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.12;562055;Hazard;Effect on people with implants e.g. pacemaker;4.42.2.12.1;562056;Cause;Interference into the implant\s electronics;4.42.2.12.1.1;562058;Measure;User Manual - Interference into Implants;CAUTIONCause: InterferencePossible consequences: Effect on people with implantsRemedy:Â Maintain a minimum distance in accordance with IEC 60601-1-2.    If this is not possible, switch off the WLAN client.   
450;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.12;562055;Hazard;Effect on people with implants e.g. pacemaker;4.42.2.12.1;562056;Cause;Interference into the implant\s electronics;4.42.2.12.1.2;576774;Measure;Reference - EMC compliance - emissions and immunity and pass / fail criteria;<XREF>562015</XREF>
438;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.9;562027;Hazard;Electric shock;4.42.2.9.2;562032;Cause;Interruption of the protective earth;4.42.2.9.2.3;562035;Measure;Work step in service instructions;Work step in maintenance documents: Perform protective earth measurement after maintenance work.   
422;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.3;561998;Hazard;Hazards from fire or smoke;4.42.2.3.2;562003;Cause;Auto-ignition or Melting of Material;4.42.2.3.2.1;562004;Measure;No measure required;"Result of risk evaluation: Temperature inside of trolley will never reach such threshold to enable auto-ignition or any melting of material.    Therefore, ho risk control measures are necessary.   Note:System specific documents (e.g.  protocols etc.   , i.e.  blue ""Service-Folder"") may be stored inside of trolley.    ThisÂ wish come up as system specific documents needs to be on-site during product life time.   "
423;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.3;561998;Hazard;Hazards from fire or smoke;4.42.2.3.3;562005;Cause;Explosion;4.42.2.3.3.1;562006;Measure;User Manual - Danger of explosion;WARNINGCause: The system is not designed for operation in explosion-endangered areas.    It does not fulfill the requirements for AP/APG classification.   Possible consequences: Danger of explosionRemedy: The system may not be used in locations where explosive atmospheres may occur.   
420;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.3;561998;Hazard;Hazards from fire or smoke;4.42.2.3.1;561999;Cause;Overheating and Flammability Materials;4.42.2.3.1.2;562001;Measure;Reference - IT equipment safety;Compliance withÂ IEC 62368-1, 04S452203 and 04S451630 in <XREF>561856</XREF>
421;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.3;561998;Hazard;Hazards from fire or smoke;4.42.2.3.1;561999;Cause;Overheating and Flammability Materials;4.42.2.3.1.3;562002;Measure;Reference - User Manual - Switch off the system in the event of fire User Manual;<XREF>562218</XREF>
403;4.42;561939;Chapter;Setup Trolley;4.42.1;561940;Function;Move Trolley into OR;4.42.1.1;561954;Hazard;Pinching through breakage of supporting parts;4.42.1.1.1;561955;Cause;Breakage of welded joints or wheels;4.42.1.1.1.1;561956;Measure;Design of the welded joints;The welded joints or wheels must be designed in a way so that an overload can be carried in compliance with DIN EN 60601-1 (2006), chap.    9.   8.   , table 21
404;4.42;561939;Chapter;Setup Trolley;4.42.1;561940;Function;Move Trolley into OR;4.42.1.2;561960;Hazard;Crushing through autonomous movements e.g. on inclined plane (i.e. ramp);4.42.1.2.1;561961;Cause;Brake failure;4.42.1.2.1.1;561962;Measure;User Manual - Brake failure;CAUTIONCause: Brake failurePossible consequences: Risk of crushingRemedy:Â  Before beginning the examination, perform the daily function and safety checks.   
406;4.42;561939;Chapter;Setup Trolley;4.42.1;561940;Function;Move Trolley into OR;4.42.1.2;561960;Hazard;Crushing through autonomous movements e.g. on inclined plane (i.e. ramp);4.42.1.2.2;561963;Cause;Braking power not sufficient;4.42.1.2.2.2;561965;Measure;User Manual - Parking Trolley on inclined Plane (i.e. Ramp);CAUTIONCause: Insufficient braking force.   Possible consequences: Risk of crushing!Remedy:-Â When parking the monitor trolley on an inclined surface, face the front toward the incline and lock the brakes.   -Â Make sure the monitor trolley is not parked on a wet floor or other places where the adhesion of the wheels is greatly reduced.   
407;4.42;561939;Chapter;Setup Trolley;4.42.1;561940;Function;Move Trolley into OR;4.42.1.2;561960;Hazard;Crushing through autonomous movements e.g. on inclined plane (i.e. ramp);4.42.1.2.2;561963;Cause;Braking power not sufficient;4.42.1.2.2.3;561966;Measure;Warning Label - Parking Position Trolley;Place warning label (3868681) next to foot brake.   
408;4.42;561939;Chapter;Setup Trolley;4.42.1;561940;Function;Move Trolley into OR;4.42.1.3;561967;Hazard;Risk of injury through damaged components;4.42.1.3.1;561968;Cause;Crossing a step;4.42.1.3.1.1;561969;Measure;Reference - Rough handling test trolley;<XREF>561951</XREF>
409;4.42;561939;Chapter;Setup Trolley;4.42.1;561940;Function;Move Trolley into OR;4.42.1.4;561970;Hazard;Crushing when adjusting heights of monitors;4.42.1.4.1;561971;Cause;Motor-driven movement;4.42.1.4.1.1;561972;Measure;Distance in case of fault according to IEC 60601-1;"Compliance with DIN EN 60601-1 (2006) Kap.    9.   2; Table 20, Acceptable gaps for finger > 25mmNote: the monitor movements are not considered by the emergency stop"
410;4.42;561939;Chapter;Setup Trolley;4.42.1;561940;Function;Move Trolley into OR;4.42.1.4;561970;Hazard;Crushing when adjusting heights of monitors;4.42.1.4.1;561971;Cause;Motor-driven movement;4.42.1.4.1.2;561973;Measure;Attention note in user manual;CAUTIONCause:Â Motorized movements.   Possible consequences: Risk of crushingRemedy:Â Do not stand in the travel range of the monitor or place objects on the trolley housing.   
411;4.42;561939;Chapter;Setup Trolley;4.42.1;561940;Function;Move Trolley into OR;4.42.1.5;561974;Hazard;Electric shock;4.42.1.5.1;561975;Cause;Protective earth broken;4.42.1.5.1.1;597040;Measure;Reference Cable protection;<XREF>562104</XREF> and <XREF>562103</XREF>
405;4.42;561939;Chapter;Setup Trolley;4.42.1;561940;Function;Move Trolley into OR;4.42.1.2;561960;Hazard;Crushing through autonomous movements e.g. on inclined plane (i.e. ramp);4.42.1.2.2;561963;Cause;Braking power not sufficient;4.42.1.2.2.1;561964;Measure;Reference - Design of the brakes;<XREF>562436</XREF>
413;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.1;561984;Hazard;Delayed or no interventional decision;4.42.2.1.1;561985;Cause;Untrained users / Missing knowledge of the system;4.42.2.1.1.1;561986;Measure;User Manual - Trained Users;WARNINGCause: Operation of the system by non-trained usersPossible consequences: Misinterpretation of image information or of indications of the system, leading to inappropriate decisions in the clinical workflow, incorrect diagnosis or treatment, delay of the clinical procedure, or exposure to radiation without clinical benefit.   Remedy: The system must only be used by persons with the necessary knowledge, after an appropriate application training.   
414;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.1;561984;Hazard;Delayed or no interventional decision;4.42.2.1.2;561987;Cause;Not intended use of system;4.42.2.1.2.1;561988;Measure;Reference - Operator Manual - Not intended use;<XREF>562190</XREF>
415;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.2;561989;Hazard;Loss of functionality;4.42.2.2.1;561990;Cause;Complexity of the system (component failures), mains supply failure or voltage out of specification;4.42.2.2.1.1;561991;Measure;Reference to User Manual - Establish emergency procedures;<XREF>562205</XREF>
416;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.2;561989;Hazard;Loss of functionality;4.42.2.2.2;561992;Cause;(Cooling) Liquid is stored in the trolley and leaks, damaging the electronics;4.42.2.2.2.1;561993;Measure;No fluid storage in trolley;Service DocumentsWARNINGCause: Fluids are stored (e.g. cooling liquid) in the monitor trolley and leaks, destroying electronics.   Possible Consequences: Damage of components in the trolley, possibly delay or interruption of the procedure.   Remedy: Do not store fluids like the Service Pack with cooling liquid in the monitor trolley.   Â Note:This is relevant to systems with cooling option.    Nevertheless, storing of liquids inside of trolley is prohibited for all systems.   
417;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.2;561989;Hazard;Loss of functionality;4.42.2.2.3;561994;Cause;Foreseeable misuse;4.42.2.2.3.1;561995;Measure;Reference - OperatorManual-Trained Users;<XREF>561986</XREF>
418;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.2;561989;Hazard;Loss of functionality;4.42.2.2.4;561996;Cause;Some parts in system could lead to a hazard by wear;4.42.2.2.4.1;561997;Measure;Reference - OperatorManual-Abrasion of wear;<XREF>562201</XREF>
419;4.42;561939;Chapter;Setup Trolley;4.42.2;561983;Function;Startup Trolley;4.42.2.3;561998;Hazard;Hazards from fire or smoke;4.42.2.3.1;561999;Cause;Overheating and Flammability Materials;4.42.2.3.1.1;562000;Measure;Reference - IEC 60601-1 Standards;Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>
412;4.42;561939;Chapter;Setup Trolley;4.42.1;561940;Function;Move Trolley into OR;4.42.1.6;561980;Hazard;Injury through dropping parts;4.42.1.6.1;561981;Cause;During transportation not secured parts may drop;4.42.1.6.1.1;561982;Measure;Built-in parts have to be secured because of the risk for dropping;Built-in parts have to be secured because of the risk for dropping
526;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.3;562206;Hazard;Danger to electric high voltage or line voltage;4.43.6.3.2;562210;Cause;Contact with Parts Carrying Voltage;4.43.6.3.2.1;562211;Measure;Reference - Compliance with IEC 60601-1;Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>
527;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.3;562206;Hazard;Danger to electric high voltage or line voltage;4.43.6.3.2;562210;Cause;Contact with Parts Carrying Voltage;4.43.6.3.2.2;562212;Measure;Warning Label - Voltage is present;Attach label at the Main UnitÂ with safety sign: Label 3 of IEC 60601-1 Table D.   2,Â dangerous voltage presentÂ Additionally it shall contian theÂ followingÂ inscription:WARNING: Voltage is present after shutdown.   
528;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.3;562206;Hazard;Danger to electric high voltage or line voltage;4.43.6.3.3;562213;Cause;Isolation defect;4.43.6.3.3.1;562214;Measure;Reference - Compliance with IEC 60601-1;Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>
529;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.4;562215;Hazard;Hazards from fire or smoke;4.43.6.4.1;562216;Cause;Fire inside the system;4.43.6.4.1.1;562217;Measure;Reference - Compliance with IEC 60601-1;Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>
530;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.4;562215;Hazard;Hazards from fire or smoke;4.43.6.4.1;562216;Cause;Fire inside the system;4.43.6.4.1.2;562218;Measure;User Manual - Switch off the system in the event of fire;WARNING:Cause: Fire in or near the system.   Possible consequences: Injury to patient and personnel, and damage to device.    Risk of gas poisoning due to burning plastic.   Remedy:- In case of fire switch off the system.   - Be aware of and inform patients of escape routes.   - Be aware of where fire extinguishers are located and know how to use them.   - In case of fire switch off the system.   
531;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.5;562219;Hazard;Thermal energy and high temperature;4.43.6.5.1;562220;Cause;Parts too warm;4.43.6.5.1.1;562221;Measure;Reference - Compliance with IEC 60601-1;Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>
534;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.5;562219;Hazard;Thermal energy and high temperature;4.43.6.5.1;562220;Cause;Parts too warm;4.43.6.5.1.4;562226;Measure;System Warning - Temperature of the Detector;The temperature inside the detector is checked quasi-continously (i.e.  short interval) by FLC.    According to the detector type an appropiate warning for the user is displayed, when first warning temperature is reached.    When the second warning temperature is reached, an additional warning message is displayed to inform the user.   Temperature for first warning message:- 52Â°C for FDmediumHTemperature for 2nd warning message:- 54Â°C for FDmediumHThe detector will not be switched off at any time, during an intervention.   
532;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.5;562219;Hazard;Thermal energy and high temperature;4.43.6.5.1;562220;Cause;Parts too warm;4.43.6.5.1.2;562222;Measure;Surface temperature applied parts;For all surfaces which can be touched by the patient (applied parts according to IEC 60601-1 cl.    4.   6, <XREF>561933</XREF>), the surface temperaturesÂ under normal and single fault conditions according to IEC 60601-1, table 24 (see <XREF>434357</XREF>) Â for the following contact duration shall be applied:Affected components and areas:- Cover of the detector incl.    FD handle and panel:Â 10 min <= t- CoverÂ of the monoblock, excluded monoblock backside: 1 min <= t <10 min- Wired and wireless hand control: 10 min <= t- Remote control panel on the rear: t < 1 min (relatively heavy, therefore it is not expected to be placed on the patient directly, besides shortly putting it down, when mounted at the table, the patient cannot come into contact with the rear side)- Remote control panel on the top and the sides: 1 min <= t < 10 min- C-shaped mechanics of the system: 1 min <= t < 10 min
533;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.5;562219;Hazard;Thermal energy and high temperature;4.43.6.5.1;562220;Cause;Parts too warm;4.43.6.5.1.3;562225;Measure;Temperature sensor self test;During operating of the system there will be a self test of the temperature sensing circuit.    In the case of a defect x-ray radiation will be prevented.   
535;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.5;562219;Hazard;Thermal energy and high temperature;4.43.6.5.1;562220;Cause;Parts too warm;4.43.6.5.1.5;562228;Measure;User Manual - Hot tube;CAUTIONCause: Under extreme operating conditions (continuous operation close to the maximum tube voltage), the X-ray tube can become very hot.    This can shorten the service life of the system components.   Â Possible consequences: Risk of burns and prolongation of the operation!Â Remedy:- Avoid touching the X-ray tube housing.   - Change your parameter settings, e.g.  by reducing the dose level.   - We also recommend keeping a second system ready for continuous radiation lasting longer than 30 minutes.   - Please make sure that the system has cooled down before performing critical interventional applications.   
536;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.5;562219;Hazard;Thermal energy and high temperature;4.43.6.5.1;562220;Cause;Parts too warm;4.43.6.5.1.6;562229;Measure;ServiceDoc - Hot tube housing;Service DocumentsCAUTIONCause: In extreme operating mode (continuous operation), Â the temperature of the X-ray tube assembly can heat up.   Possible consequences: Danger of burns.   Remedy: Avoid contact with the tube housing
525;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.3;562206;Hazard;Danger to electric high voltage or line voltage;4.43.6.3.1;562207;Cause;Problems with protective ground;4.43.6.3.1.2;562209;Measure;Start up instruction;Start up instructionProtective earth measurements are described inÂ start upÂ instructions and done during system installation.   
537;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.5;562219;Hazard;Thermal energy and high temperature;4.43.6.5.2;562230;Cause;Leakage of hot oil from tube assembly;4.43.6.5.2.1;562231;Measure;Reference - Compliance with IEC 60601-1;Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>
524;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.3;562206;Hazard;Danger to electric high voltage or line voltage;4.43.6.3.1;562207;Cause;Problems with protective ground;4.43.6.3.1.1;562208;Measure;Reference - Compliance with IEC 60601-1;Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>
512;4.43;562063;Chapter;Setup Main Unit;4.43.5;562174;Function;Calibration;4.43.5.1;562175;Hazard;Unnecessary radiation;4.43.5.1.2;562178;Cause;Operating error;4.43.5.1.2.1;562179;Measure;Admin Guide - Calibration Procedure;CAUTIONCause: Operator error.   Possible Consequences: Risk of unnecessary radiation exposure!Â Remedy: Follow the calibration procedure instructions.   
522;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.2;562195;Hazard;Loss of functionality;4.43.6.2.3;562200;Cause;Some parts in system could lead to a hazard by wear;4.43.6.2.3.1;562201;Measure;User Manual - Wear and tear;CAUTIONCause: Wear and tear.   Possible consequences:Â Risk of injury to the patient, operating personnel, and other persons.    Permanent damage to the system.   Remedy:Â Follow the maintenance guidelines to maintain the safety and functionality of the system.   
521;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.2;562195;Hazard;Loss of functionality;4.43.6.2.2;562198;Cause;Foreseeable misuse;4.43.6.2.2.1;562199;Measure;Reference - User Manual - Trained Users;<XREF>561986</XREF>
520;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.2;562195;Hazard;Loss of functionality;4.43.6.2.1;562196;Cause;Complexity of the system or line voltage below the specified threshold;4.43.6.2.1.1;562197;Measure;Reference to User Manual - Establish emergency procedures;<XREF>562205</XREF>.   
519;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.1;562188;Hazard;Danger for patient or user;4.43.6.1.2;562191;Cause;Crash of subsystems;4.43.6.1.2.3;562194;Measure;Block keyboard / mouse inputs during radiation;Functionality that would cause dialogs or other UI elements to cover the live image or that would cause performance bottlenecks for live image processing and display are disabled during radiation.   
508;4.43;562063;Chapter;Setup Main Unit;4.43.2;562100;Function;Connect Trolley and Main Unit;4.43.2.6;562144;Hazard;Delayed or no interventional decision;4.43.2.6.10;562164;Cause;Charging capacity of the Uninterruptible Power Supply worn out;4.43.2.6.10.1;562165;Measure;No measure required;Utilization of UPS has changed: intended use is not keeping system operational but ensuring a controlled shut down.   Hazard as well as hazardous situation/Cause is not applicable.   
509;4.43;562063;Chapter;Setup Main Unit;4.43.3;562166;Function;Performing system relevant check;4.43.3.1;562167;Hazard;No hazard on system level;4.43.3.1.1;562168;Cause;None;4.43.3.1.1.1;562169;Measure;None;
510;4.43;562063;Chapter;Setup Main Unit;4.43.4;562170;Function;Performing quality control;4.43.4.1;562171;Hazard;No hazard on system level;4.43.4.1.1;562172;Cause;None;4.43.4.1.1.1;562173;Measure;None;
511;4.43;562063;Chapter;Setup Main Unit;4.43.5;562174;Function;Calibration;4.43.5.1;562175;Hazard;Unnecessary radiation;4.43.5.1.1;562176;Cause;Incorrect parameters;4.43.5.1.1.1;562177;Measure;Automatic procedure to perform FD calibration correctly;Automatic FD calibration procedure has to be initiated manually.   
513;4.43;562063;Chapter;Setup Main Unit;4.43.5;562174;Function;Calibration;4.43.5.2;562180;Hazard;Image artifacts - Wrong interventional decision possible;4.43.5.2.1;562181;Cause;Bad calibration;4.43.5.2.1.1;562182;Measure;Reference - Automatic procedure to perform calibration correctly;<XREF>562177</XREF>
