;Project;Baseline;Type;Hierarchy #;Section;Chapter;Function;Hazard;Cause;Measure;ID;Entry Type;Hazard Type;RequireKey;Requirement;Description;Status;Priority;Owner;Owner (First Name);Owner (Last Name);Created By;Responsible;Registered Interest;Created On;Last Modified On;Modified By;Source;Charm;Open Points;S1 Subsystem;Hazard Remark;Harm;AFAP justification;Kano Ranking;Test Level;Rearrange Operation;Rearrange Reason;Initial Risk Assessment;Residual Risk Assessment;Validation Procedure State;New;Export;Level of Requirements;Level of Test;Usability;Domain;Applicable Generic Hazard;Hazard Effect To;System S1;Target Release S1;System IGS-Platform;Target Release IGS-Platform;System PreOPlan;Target Release PreOPlan;System ISS;IGS-Platform Subsystem;Target Release ISS;System S3;Target Release S3;S3 Subsystem;System NavSim;Target Release NavSim;Traced System;P1 before;P2 before;P1 after;Polarion Migration
1118;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.3.2.1;4;45.0;2.0;3.0;2.0;1.0;562417;R;Measure;design_movement_unit_collision;Design of the movement unit collision;The moving positioning units must be designed so that a overload due to a collision can be handled. Remark:The component parts shall be carrying a overload in compliance with DIN EN 60601-1 (2006). Kap. 9.8, Table 21.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;10.03.2022 13:24;Rudolf Siebenhaar;;;;MainU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1119;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.3.3;4;45.0;2.0;3.0;3.0;;562418;H;Cause;;Breakage or wear of the spindle nut;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:52;Klaus-Peter Fichtner (EXT);;;;;;#Haz09;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;3-B;3-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;B;High;A;
1120;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.3.3.1;4;45.0;2.0;3.0;3.0;1.0;562419;R;Measure;existing_additional_safety_equipment;Additional safety mechanism - lift column;There shall be a mechanical safety mechanism for the lift column which prevents the C-arm from crashing down in case of a spindle failure.The mechanical safety mechanism shall be designed to fulfill a tensile safety factor >= 4.The overtravel (stopping distance from the time of engagement to the time of no further movement) shall be max. 5 mm.Note: IEC 60601-1, cl. 9.8.4 Systems with MECHANICAL PROTECTIVE DEVICES;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;10.03.2022 13:24;Rudolf Siebenhaar;;;;MainU;IEC 60601-1, cl. 9.8.4;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1121;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.3.3.2;4;45.0;2.0;3.0;3.0;2.0;562420;R;Measure;activation_of_safety_feature_blocks_drive;Activation of safety mechanism blocks lift drive;After the activation of the mechanical safety mechanism <XREF>562419</XREF> of the vertical column, the operation of the lift drive shall not be possible anymore.Note: The drive is not capable of moving again due to the activated mechanism, and an motor overcurrent message is displayed. The column can be manually screwed down with a tool (ratch) only which can be inserted in a whole at the bottom of the chassis (moving it down is necessary for transporting it back to the factory). Repair is only done in factory, not in the field.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;10.03.2022 13:25;Rudolf Siebenhaar;;;;MainU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1122;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.3.3.3;4;45.0;2.0;3.0;3.0;3.0;562421;R;Measure;labeling_of_safety_equipment;Labeling of the safety equipment;A labeling, safety sign ISO 7010-W001, has to be placed next to the mechanical safety equipment or in a way so the connection to it is obvious.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.10.2022 09:33;Johannes Schmidt;;;;MainU;"IEC 60601-1; cl. 7.2.13";;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1123;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.3.3.4;4;45.0;2.0;3.0;3.0;4.0;562422;R;Measure;docUser_note_mechanical_safeguard_effected;User Manual - Spindle Nut;WARNING:Cause: Spindle nut broken or worn.Possible consequences: Risk of crushingRemedy: Vertical lift is blocked if the mechanical safeguard was triggered. Contact Siemens Healthineers Customer Service to replace the mechanical safeguard.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;27.06.2022 11:21;Johannes Schmidt;;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1124;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.4;4;45.0;2.0;4.0;;;562423;H;Hazard;;Risk of crushing or falling parts, impaired mechanical integrity;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts,loss of basic safety or essential performance,Unexpected loss of electrical/mechanical integrity;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1125;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.4.1;4;45.0;2.0;4.0;1.0;;562424;H;Cause;;Overtravel / movement range exceeds range;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:52;Klaus-Peter Fichtner (EXT);;;;;;#Haz09;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;3-B;3-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;B;High;A;
1126;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.4.1.1;4;45.0;2.0;4.0;1.0;1.0;562425;R;Measure;end_stop;End stop;Every movement axle shall be equipped with mechanical end stops at the end of the movement range.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;10.03.2022 13:27;Rudolf Siebenhaar;;;;MainU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1127;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.4.2;4;45.0;2.0;4.0;2.0;;562426;H;Cause;;Automatic 3D-scan;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:52;Klaus-Peter Fichtner (EXT);;;;;;#Haz07;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
1128;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.4.2.1;4;45.0;2.0;4.0;2.0;1.0;578319;H;Measure;dead_mans_push_buttons;Reference - Continuous activation of movements with redundant signals;<XREF>562377</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;07.02.2021;07.08.2021 15:04;Yesin Gasmi (EXT);;;;HICButtonCon,HICSwitch,HICTouchCon,MCU,HICForceControl,HICHandControl;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1129;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.4.3;4;45.0;2.0;4.0;3.0;;562428;H;Cause;;Weight of the device;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:52;Klaus-Peter Fichtner (EXT);;;;;;#Haz07;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
1130;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.4.3.1;4;45.0;2.0;4.0;3.0;1.0;562429;R;Measure;docUser_note_fast_braking_more_difficult;User Manual - Fast Braking;CAUTIONCause: Weight of the devicePossible consequences: Risk of crushingRemedy: Fast braking can be impacted by the weight of the device. Pay attention to your speed as well as the floor covering, slope, and uneven areas.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1131;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.4.4;4;45.0;2.0;4.0;4.0;;562430;H;Cause;;Mounting RCP on OR table holder;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:52;Klaus-Peter Fichtner (EXT);;;;;;#Haz08;See general justifications in the introduction which apply here.;Basic;System Test;none;n.a.;1-C;1-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;User;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
1132;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.4.4.1;4;45.0;2.0;4.0;4.0;1.0;562431;R;Measure;OR_table_holder_crushing_zones;Design without crushing zones;The OR table holder shall have a flat design (e.g. without beadings), so size of emerging gaps between OR table holder and mounted RCP are above threshold (> 25 mm), in accordance to finger gaps for adults in IEC60601-1:2005 clause 9.2.2.2 (Table 20).In case of  a non-flat design of OR table holder a protection for all possible finger positions during mounting of RCP shall be available.;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;29.07.2020;20.06.2022 17:19;Johannes Schmidt;;;;AccesS,MainU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VxFUTURE;;;;;;;;;;;;;NotDetermined;;;;
1133;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.5;4;45.0;2.0;5.0;;;562432;H;Hazard;;Crushing due to arbitrary movements of the chassis on inclined plane (i.e. ramp);;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1134;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.5.1;4;45.0;2.0;5.0;1.0;;562433;H;Cause;;Brake failure;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:52;Klaus-Peter Fichtner (EXT);;;;;;#Haz07;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
1135;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.5.1.1;4;45.0;2.0;5.0;1.0;1.0;562434;R;Measure;docUser_note_befor_starting_daily_inspection;User Manual - Daily Inspection;CAUTIONCause: Brake failurePossible Consequences: Crushing due to arbitrary movementsRemedy: Before beginning the examination, perform the daily function and safety checks.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1136;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.5.2;4;45.0;2.0;5.0;2.0;;562435;H;Cause;;Braking power not sufficient;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:52;Klaus-Peter Fichtner (EXT);;;;;;#Haz07 ;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
1137;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.5.2.1;4;45.0;2.0;5.0;2.0;1.0;562436;R;Measure;specify_sufficient_braking_power;Specify sufficient braking power;"Specify sufficient braking power. This is in compliance with IEC 60601-1:2005; clause 9.4.3 (Instability).";Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;08.04.2022 14:02;Rudolf Siebenhaar;;;;MainU,TrolleyU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1138;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.5.2.2;4;45.0;2.0;5.0;2.0;2.0;562437;R;Measure;docUser_parking_chassis_incline;User Manual - Parking Chassis on inclined Plane (i.e. Ramp);CAUTIONCause: Insufficient braking force.Possible consequences: Risk of crushing!Remedy: When parking the C-arm system on an inclined surface drive the vertical colum completely down. Verify that the brakes are locked and that the main unit does not slide away.;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;29.07.2020;01.06.2022 10:23;Johannes Schmidt;;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1139;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.6;4;45.0;2.0;6.0;;;562439;H;Hazard;;Risk of crushing during movement execution;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1140;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.6.1;4;45.0;2.0;6.0;1.0;;562440;H;Cause;;Distance between operator rail and other components too small;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:52;Klaus-Peter Fichtner (EXT);;;;;;#Haz07;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;User;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
1141;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.6.1.1;4;45.0;2.0;6.0;1.0;1.0;562441;R;Measure;compliance_to_DIN_EN_60601_2_32;Compliance with distances according to IEC 60601-1;Compliance with DIN EN 60601-1 (2006) Kap. 9.2 Table 20, Acceptable gaps for finger > 25mm;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;10.03.2022 13:33;Rudolf Siebenhaar;;;;MainU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1142;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.6.1.2;4;45.0;2.0;6.0;1.0;2.0;562442;R;Measure;docUser_note_point_of_crushing;User Manual - Distance Operator Rail;CAUTIONCause: The distance between the handles and other components is too small.Possible consequences: Risk of crushing!Remedy: Be careful around the hazardous locations indicated.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1143;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.6.1.3;4;45.0;2.0;6.0;1.0;3.0;562443;R;Measure;docUser_clearance_of_system;User Manual - Appropriate Distance;CAUTIONCause: The distance between the patient or other persons and the system is too small.Possible consequences: Risk of crushing!Remedy: Use the system only if the patient and other persons can be observed during movements.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1144;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.6.1.4;4;45.0;2.0;6.0;1.0;4.0;562444;R;Measure;docUser_daily_inspection;User Manual - Guide Openings;CAUTIONCause: C-arm rotation.Possible consequences: Risk of crushingRemedy: Pay particular attention to crushing risks between moving system parts and the corresponding guide openings.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1145;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.6.2;4;45.0;2.0;6.0;2.0;;562445;H;Cause;;Activation of movement without intervisibility;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:52;Klaus-Peter Fichtner (EXT);;;;;;#Haz07;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;User;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
1146;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.6.2.1;4;45.0;2.0;6.0;2.0;1.0;562446;R;Measure;docUser_note_intervisibility;User Manual - Observe Patient/Persons during Movement;CAUTIONCause: Activation of system movements without visual contactPossible Consequences: Risk of crushingRemedy: Use the system only if the patient and other persons can be observed during movements.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1147;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.7;4;45.0;2.0;7.0;;;562447;H;Hazard;;Patient cannot be salvaged (e.g. patient is unconscious or anesthetized);;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts,Moving and positioning patient;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1148;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.7.1;4;45.0;2.0;7.0;1.0;;562448;H;Cause;;Orbital drive is failing;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;12.10.2022 09:16;Klaus-Peter Fichtner (EXT);;;;;;#Haz46;See general justifications in the introduction which apply here. No additional practical mitigations are available to further reduce or prevent the risk of loss of movement functionality.;Basic;n.a.;none;n.a.;2-C;2-C;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;D;Med;C;
1149;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.8;4;45.0;2.0;8.0;;;562450;H;Hazard;;Injuries through OR-instruments;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1150;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.8.1;4;45.0;2.0;8.0;1.0;;562451;H;Cause;;C-arm movements during operations;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz03;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;3-A;3-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;B;Med;B;
1151;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.8.1.1;4;45.0;2.0;8.0;1.0;1.0;562452;R;Measure;docUser_note_collisions_with_other_OR_instruments;User Manual - Collision with OR Instruments;WARNINGCause: C-arm movements during surgeryPossible consequences: Risk of injuriesRemedy:  Due to the maneuverability of the C-arm, collisions with other surgical devices are possible if the device is not used as intended and in accordance with the instructions in this manual.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1152;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.9;4;45.0;2.0;9.0;;;562453;H;Hazard;;Misjudgment due to poor image quality;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;data acquisition, evaluation and display,Data and Image processing;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1153;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.9.1;4;45.0;2.0;9.0;1.0;;562454;H;Cause;;calibration incorrect;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz50 #Haz40 #Haz30;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;1-C;1-C;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;E;
1154;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.9.1.1;4;45.0;2.0;9.0;1.0;1.0;562455;R;Measure;calibration_cycles;Calibration cycles;Calibration cycles are monitored, when exceeding, notification is sent to operator. Note:DEXI adjustment is not affected by mentioned calibration cycles.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;16.09.2022 12:44;Javier Lopez Leal;;;;FLC;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1155;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.10;4;45.0;2.0;10.0;;;562456;H;Hazard;;Injury through dropping parts;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1156;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.10.1;4;45.0;2.0;10.0;1.0;;562457;H;Cause;;Collision with other systems;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz07;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
1157;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.10.1.1;4;45.0;2.0;10.0;1.0;1.0;562458;R;Measure;docUser_note_collisions_with_other_systems;User Manual - Collisions due to misuse;CAUTIONCause: Collision with other systemsPossible consequences: Risk of injuryRemedy: Due to the maneuverability of the C-arm, collisions with other systems are possible if the device is not used as intended and in accordance with the instructions in this manual.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
1158;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.45.2.11;4;45.0;2.0;11.0;;;562468;H;Hazard;;Restricted movement functionality (e. g. complete loss of vertical, angular orbital movement);;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
