;Project;Baseline;Type;Section;Chapter;Function;Hazard;Cause;Measure;Hierarchy #;ID;Entry Type;Hazard Type;RequireKey;Requirement;Description;Status;Priority;Owner;Owner (First Name);Owner (Last Name);Created By;Responsible;Registered Interest;Created On;Last Modified On;Modified By;Source;Charm;Open Points;S1 Subsystem;Hazard Remark;Harm;AFAP justification;Kano Ranking;Test Level;Rearrange Operation;Rearrange Reason;Initial Risk Assessment;Residual Risk Assessment;Validation Procedure State;New;Export;Level of Requirements;Level of Test;Usability;Domain;Applicable Generic Hazard;Hazard Effect To;System S1;Target Release S1;System IGS-Platform;Target Release IGS-Platform;System PreOPlan;Target Release PreOPlan;System ISS;IGS-Platform Subsystem;Target Release ISS;System S3;Target Release S3;S3 Subsystem;System NavSim;Target Release NavSim;Traced System;P1 before;P2 before;P1 after;Polarion Migration;Hierarchy
1260;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;9;9;2.4.45.6.9.9;562574;Headline;Cause;;Failed subtraction / roadmap due to operator error or configuration error (licensing,...);;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz41#Haz51#Haz31;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-A;2-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;D;Low;C;;['2', '4', '45', '6', '9', '9']
1261;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;9;9;2.4.45.6.9.9.1;562575;Headline;Measure;;No additional measures required;No additional measures are required. The operators are trained on system behavior and correct operation / workflow.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;MainU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '9', '9', '1']
1262;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;9;10;2.4.45.6.9.10;562576;Headline;Cause;;Radiation is not switched off or switched off too late (e. g. pulses) due to HW / SW errors;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz51;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;;['2', '4', '45', '6', '9', '10']
1263;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;9;10;2.4.45.6.9.10.1;562577;Headline;Measure;;Reference to measures for radiation switch off;<XREF>562717</XREF> and HM_S1_hw_F5G1U1M2 (HW radiation timer), HM_S1_hw_F5G1U2M1 (watchdog), HM_S1_hw_F5G1U2M4 (mAs switch off by HW), HM_S1_sw_F5G1U3M1 (CAN monitoring) in <XREF>578770</XREF>.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:05;Yesin Gasmi (EXT);;;;MainU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '9', '10', '1']
1264;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;;2.4.45.6.10;562578;Headline;Hazard;;Wrong interventional decision;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;misrepresentation of results,insufficient visibility, audibility or tactility,use by unskilled/untrained personnel,slips, lapses and mistakes,Data and Image processing;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10']
1265;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;1;2.4.45.6.10.1;562579;Headline;Cause;;Image orientation mixed up due to image rotation;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz27;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;D;Med;C;;['2', '4', '45', '6', '10', '1']
1266;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;1;2.4.45.6.10.1.1;562580;Requirement;Measure;docUser_note_correct_position_of_the_patient;User Manual - Image Orientation;CAUTIONCause: Inverted image orientation.Possible consequences: Risk of an incorrect decision during surgery.Remedy: Prior to releasing radiation, the user must ensure the correct patient position with respect to the X-ray beam.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '1', '1']
1267;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;2;2.4.45.6.10.2;562581;Headline;Cause;;Image orientation mixed up due to flipped image;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz27;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;D;Med;C;;['2', '4', '45', '6', '10', '2']
1268;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;2;2.4.45.6.10.2.1;562582;Requirement;Measure;docUser_note_label_each_side;User Manual - Label each side;CAUTIONCause: The image orientation may be inverted, e.g. if 2D images are displayed on external viewers.Possible consequences: Risk of an incorrect therapeutic decision.Remedy: The operator must apply due diligence to correctly identify the 2 D image orientation.;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;29.07.2020;30.05.2022 12:01;Johannes Schmidt;;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '2', '1']
1269;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;3;2.4.45.6.10.3;562583;Headline;Cause;;Image orientation mixed up;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz27#Haz41;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-D;2-C;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Data and Image processing;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Med;D;;['2', '4', '45', '6', '10', '3']
1270;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;3;2.4.45.6.10.3.1;562584;Requirement;Measure;docUser_note_lead_letters;User Manual - Image Orientation;CAUTIONCause: Inverted image orientation.Possible Consequences:´Incorrect intervention decision!Remedy: It is recommended to mark the patient position using lead letters.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '3', '1']
1271;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;4;2.4.45.6.10.4;562586;Headline;Cause;;Wrong image orientation applied by imaging system;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz27;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Data and Image processing;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;D;Med;C;;['2', '4', '45', '6', '10', '4']
1272;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;4;2.4.45.6.10.4.1;562587;Requirement;Measure;FLC_IC_ImageOrientation;Encapsulation for image flip and rotate;Encapsulation and separate software tests of image flip/rotate.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;14.08.2021 11:05;Yesin Gasmi (EXT);;;;FLC;;;;Basic;Subsystem Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '4', '1']
1273;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;5;2.4.45.6.10.5;562588;Headline;Cause;;Wrong calibration display;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz20 #Haz41 #Haz31 #Haz51;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Data and Image processing;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;;['2', '4', '45', '6', '10', '5']
1274;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;5;2.4.45.6.10.5.1;562589;Requirement;Measure;image_processing_update_calibration;Update calibration;After each calibration the length of the lines in the image is updated. If no calibration has been performed, the length of the lines is displayed in pixels.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;16.09.2022 12:44;Javier Lopez Leal;;;;FLC;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '5', '1']
1275;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;5;2.4.45.6.10.5.2;562590;Requirement;Measure;docUser_note_calibration;User Manual - 2D measurements;CAUTIONCause: Wrong calibration value is entered or length or angle information are not interpreted correctlyPossible Consequences: Insufficient or incorrect basis for diagnostic or therapeutic decisionsRemedy: Note that the measuring results of the functions Distance and Angle depend on various factors, e. g. the position of the calibration object. Note that the acquired images represent two-dimensional projections of real objects. Verify the results before diagnostic or therapeutic decisions are taken.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '5', '2']
1276;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;6;2.4.45.6.10.6;562591;Headline;Cause;;Wrong interpretation of results after calibration;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz20 #Haz41 #Haz31 #Haz51;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Untrained users;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;E;;['2', '4', '45', '6', '10', '6']
1277;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;6;2.4.45.6.10.6.1;562592;Headline;Measure;docUser_note_calibrated_distance;Reference to Caution for 2D measurements;<XREF>562590</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:05;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '6', '1']
1278;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;7;2.4.45.6.10.7;562593;Headline;Cause;;Wrong mask image for subtraction;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz20 #Haz41 #Haz31 #Haz51;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Untrained users;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;C;;['2', '4', '45', '6', '10', '7']
1279;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;7;2.4.45.6.10.7.1;562594;Requirement;Measure;FLC_Acquisition_ClearMask;Correct mask calculation;The FLC software triggers the start of the mask calculation phase depending on the system state (subtraction or roadmap).;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;14.08.2021 11:06;Yesin Gasmi (EXT);;;;FLC;;;;Basic;Subsystem Integration Test;none;n.a.;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '7', '1']
1280;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;8;2.4.45.6.10.8;562595;Headline;Cause;;Movements (either extrinsic or intrinsic) or image manipulations (e.g. AAA line);;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz48;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;3-A;3-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;C;Low;C;;['2', '4', '45', '6', '10', '8']
1281;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;8;2.4.45.6.10.8.1;562596;Requirement;Measure;docUser_AAA_line_mismatch;User Manual - Mismatch of AAA Line;WARNINGCause: An annotated image with graphic overlay lines is displayed. Following system and/or table or patient movements and/or image modifications, subsequent images may not match the overlay line displayed due to projective changes. Possible Consequences: Incorrect interpretation of the display and resulting incorrect decision during operation! Remedy: The graphic overlay line is displayed until the user actively turns it off.This is done independently of any changes (for example, movements, operating mode changes, image modifications). The user must ensure that the displayed overlay line matches the current, underlying image (for example, display of anatomical structures via the label function and/or use of contrast agent).;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;N.A.;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '8', '1']
1282;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;9;2.4.45.6.10.9;562599;Headline;Cause;;Image orientation reset due to application change;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;This behaviour shall be checked for Genesis. It is more reasonable to change the orientation to default only when a new patient is registered, but not to trigger it when changing the application.;#Haz27;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;D;Med;C;;['2', '4', '45', '6', '10', '9']
1283;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;9;2.4.45.6.10.9.1;562600;Requirement;Measure;docUser_image_orientation_reset;User Manual - Image orientation reset;CAUTIONCause: The image orientation is reset when changing the program.Possible consequences: Risk of an incorrect decision during surgery!Remedy: Be aware that the image orientation is reset when changing the program. All previous settings are lost.;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;29.07.2020;20.09.2022 14:26;Johannes Schmidt;;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '9', '1']
1284;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;10;2.4.45.6.10.10;562601;Headline;Cause;;LIH is confused with live image;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz40#Haz50#Haz30;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;1-C;1-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;;['2', '4', '45', '6', '10', '10']
1285;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;10;2.4.45.6.10.10.1;562602;Requirement;Measure;FLC_Acquisition_ClearLIH;Clearance of  LIH during radiation;When the user starts radiation, FLC clears the LIH image.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;14.08.2021 11:06;Yesin Gasmi (EXT);;;;FLC;;;;Basic;Subsystem Integration Test;none;n.a.;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '10', '1']
1286;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;11;2.4.45.6.10.11;562603;Headline;Cause;;Live image covered by messages or UI elements;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz40#Haz50#Haz30;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;1-D;1-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;F;Low;E;;['2', '4', '45', '6', '10', '11']
1287;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;11;2.4.45.6.10.11.1;562604;Requirement;Measure;FLC_Acquisition_Live_Image_in_foreground;Keep live imaging in foreground;The displayed live image is not covered by dialogs or other UI elements.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;14.08.2021 11:06;Yesin Gasmi (EXT);;;;FLC;;;;Basic;Subsystem Integration Test;none;n.a.;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '11', '1']
1288;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;12;2.4.45.6.10.12;562605;Headline;Cause;;Incorrect K-wire display;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz20 #Haz41#Haz51#Haz31;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;;['2', '4', '45', '6', '10', '12']
1289;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;12;2.4.45.6.10.12.1;562606;Requirement;Measure;docUser_icorrect_k-wire_display;User Manual - Incorrect K-wire display;CAUTIONCause: Time gap between display of K-wire including overlay grafic and real moved K-wire. False positive or false negative detection of K-wires.Possible consequences: Risk of confusion and wrong interventional decisionRemedy: Duty of care for operator, that he/she shall be aware of this possible mismatch.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;29.09.2022 12:07;Johannes Schmidt;;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '12', '1']
1290;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;13;2.4.45.6.10.13;562607;Headline;Cause;;overlay hide K-wire on image;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;#Haz20 #Haz41#Haz51#Haz31;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;;['2', '4', '45', '6', '10', '13']
1291;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;13;2.4.45.6.10.13.1;562608;Requirement;Measure;docUser_overlay_hide_k-wire;User Manual - overlay hide K-wire on image;CAUTIONCause: Overlay itself may hide K-wire in live X-ray image (depends on thickness of K-wire and overlay configuration).Possible consequences: Risk of wrong interventional decisionRemedy: Target Pointer can be switched-off (toggle ON/OFF) to allow free view on X-ray live image.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '13', '1']
1292;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;10;13;2.4.45.6.10.13.2;562609;Requirement;Measure;visualize_top_of k-wire;Visibility of top of K-wire;Visibility of the top of K-Wire happens via colored transparent lines overlaying the image.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;16.09.2022 12:44;Javier Lopez Leal;;;;FLC;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '10', '13', '2']
1293;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;11;;2.4.45.6.11;562610;Headline;Hazard;;Loss of images;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;data acquisition, evaluation and display;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '11']
1294;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;11;1;2.4.45.6.11.1;562611;Headline;Cause;;Insufficient image storage space;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;26.09.2022 14:38;Klaus-Peter Fichtner (EXT);;;;;;#Haz41#Haz51#Haz31;See general justifications in the introduction which apply here. The operator manual warns to take care of archiving images as appropriate.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;;['2', '4', '45', '6', '11', '1']
1295;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;11;1;2.4.45.6.11.1.1;562612;Requirement;Measure;NotReady_s1;Storage capacity exhausted;When the image storage limit is reached, the system shall inhibit further radiography. Note: If the limit is reached during an acquisition, this acquisition will be continued until finished and stored due to a small buffer.?Fluoroscopy shall not be stopped or inhibited, and a message shall be displayed to the operator. LIH functionality shall not be impaired in any case.;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;29.07.2020;20.09.2022 14:51;Johannes Schmidt;;;;FLC,XCU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '11', '1', '1']
1296;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;11;1;2.4.45.6.11.1.2;562613;Requirement;Measure;DiskCapacity1_s1;Display storage space;On monitor the actual storage capacity is shown and updated when an image is stored.The image system displays the storage space still available as relative part of the assignable capacity.A message shall be shown to the user when the available storage capacity is equal or below 10%. Note: The accuracy of the displayed storage capacity should be +/- 5% of the used split ration for the icons.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;16.09.2022 12:44;Javier Lopez Leal;;;;FLC;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '11', '1', '2']
1297;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;11;2;2.4.45.6.11.2;562614;Headline;Cause;;Images / series lost in imaging system;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;26.09.2022 14:38;Klaus-Peter Fichtner (EXT);;;;;;#Haz41#Haz51#Haz31;See general justifications in the introduction which apply here. The operator manual warns to take care of archiving images as appropriate.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;;['2', '4', '45', '6', '11', '2']
1298;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;45;6;11;2;2.4.45.6.11.2.1;569132;Requirement;Measure;FLC_ImageStore;Immediate image storage on hard disk;Acquired images are always stored immediately on hard disk.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;03.09.2020;14.08.2021 11:06;Yesin Gasmi (EXT);;;;FLC;;;;Basic;Subsystem Integration Test;empty;empty;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '45', '6', '11', '2', '1']
